ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_Plan,Contact
6932662,Kaiser Permanente Sacramento Medical Center,2025 Morse Avenue,Sacramento,95825-2100,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,"Sacramento, Yolo",N/A,"Citrus Heights, Davis, Rancho Cordova, Sacramento, West Sacramento, Woodland","Community safety, Access to care, Housing, Income & employment, Mental & behavioral health, Climate & environment","Community safety, Access to care, Housing, Income & employment, Mental & behavioral health, Climate & environment",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/sacramento-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/sacramento-is-2022.pdf,CHNA-communications@kp.org
6931173,Kaiser Permanente San Diego Medical Center,4647 Zion Avenue,San Diego,92120-2507,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,San Diego,N/A,"Bonita, Chula, Coronda, Del Mar, Descanso, Dulzura, El Cajon, Encinitas, Leucadia, Olivenhain, Escandido, Fallbrook, Rainbow, Guatay, Imperial Beach, Jamul, La Jolla, La Mesa, Lakeside, Lemon Grove, Lincoln Acres, Mount Laguna, National City, Ocean Side, Pala,  Palomar Mountain, Pauma Valley, Potrero, Poway, Romona, Rancho Santa Fe, San Deigo, San Luis Rey, San Marcos,  San Ysidro, Santee, Solana Beach, Spring Valley, Tecate, Valley Center, Vista, Warner Springs","Access to Care, Income & employment, Housing, Food Insecurity, Mental & Behavioral Health, Education","Access to Care, Income & employment, Housing, Food Insecurity, Mental & Behavioral Health, Education",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-diego-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-diego-is-2022.pdf,CHNA-communications@kp.org
6930015,Kaiser Permanente San Francisco Medical Center,2425 Geary Boulevard,San Francisco,94115-3358,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,San Francisco,N/A,San Francisco,"access to care, housing, mental and behavioral health, income and employment, structural racism, healthy eating active living opportunities","access to care, housing, mental and behavioral health, income and employment",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-francisco-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-francisco-is-2022.pdf,CHNA-communications@kp.org
6933235,Kaiser Permanente San Jose Medical Center,250 Hospital Parkway,San Jose,95119-1199,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and zip codes,"Santa Clara, Santa Cruz","95064, 95138, 95013, 95076",N/A,"access to care, housing, mental and behavioral health, food insecurity, healthy eating active living opportunities","access to care, housing, mental and behavioral health, healthy eating active living opportunities",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-jose-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-jose-is-2022.pdf,CHNA-communications@kp.org
6930707,Kaiser Permanente San Leandro Medical Center,2500 Merced Street,San Leandro,94577-4201,CA,Kaiser Foundation Hospitals,Non-Profit,2022,"Combination of counties, zip codes, and places",Alameda,"94541, 94578, 94544, 94603, 94621","Hayward, Union City, Fremont, Newark, San Lorenzo, San Leandro","access to care, housing, mental and behavioral health, community safety, income and employment","access to care, mental and behavioral health, income and employment",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-leandro-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-leandro-is-2022.pdf,CHNA-communications@kp.org
6933367,Kaiser Permanente San Rafael Medical Center,99 Montecillo Road,San Rafael,94903-3397,CA,Kaiser Foundation Hospitals,Non-Profit,2022,"Combination of counties, zip codes, and places",Marin,"94933, 94947, 94965","Marin, Belvedere, Ross, San Anselmo, Larkspur, San Geronimo, Novato, San Rafael, Inverness","access to care, housing, mental and behavioral health, income and employment, structural racism, substance abuse, education","access to care, mental and behavioral health, income and employment, education",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-rafael-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-rafael-is-2022.pdf,CHNA-communications@kp.org
6930029,Kaiser Permanente Santa Rosa Medical Center,401 Bicentennial Way,Santa Rosa,95403-2192,CA,Kaiser Foundation Hospitals,Non-Profit,2022,"Combination of counties, zip codes, and places",Sonoma,"95401, 95407, 94939, 95462","Cloverdale, Cotati, Healdsburg, Rohnert Park, Santa Rosa, Sebastopol, Sonoma, Windsor","Housing and Homelessness, Education, Economic Security, Access to Care, Mental Health and Substance Use, Maternal and Child Health, Healthy Eating and Active Living, CVD/Stroke and Tobacco Use, Violence and Injury Prevention","Housing, Access to care, Mental and Behavorial Health, Education",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/santa-rosa-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/santa-rosa-is-2022.pdf,N/A
6933402,Kaiser Permanente Santa Clara Medical Center,700 Lawrence Expressway,Santa Clara,95051-5173,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,Santa Clara,N/A,"Campbell, Cupertino, Los Altos, Los Gatos, Milpitas, Mountain View, San Jose, Santa Clara, Saratoga, Sunnyvale","Behavioral health, Health care access and delivery, Healthy eating/ active living, Housing and homelessness, Asthma, Eniviroment, community and family safety, Economic security, Cancer","Mental Health, Behavorial Health, Access to Care, Housing, Healthy eating active living opportunities",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/santa-clara-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/santa-clara-is-2022.pdf,CHNA-communications@kp.org
6930925,Kaiser Permanente South Bay Medical Center,25825 Vermont Avenue,Harbor City,90710-3599,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,Los Angeles,N/A,"Carson, Catalina Island, Compton, El Segundo, Gardena, Harbor City/Harbor Gateway, Hawthorne, Hermosa Beach, Lawndale, Lomita, Long Beach, Manhattan Beach, Palos Verdes Peninsula, Rancho Palos Verdes, Redondo Beach, San Pedro, Signal Hill, Torrance, Willowbrook, Wilmington","Access to Care, Education/Employment, Food Insecurity, Housing/Homelessness, Mental Health, Structural Racism and Marginalization","Access to Care, Income & employment, Mental Health, Structural Racism",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-bay-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-bay-is-2022.pdf,CHNA-communications@kp.org
6932673,Kaiser Permanente South Sacramento Medical Center,6600 Bruceville Road,Sacramento,95823-4691,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,"Sacramento,  Amador",N/A,"Sacramento, Elk Grove, Galt","Mental Health and Behavioral Health, Economic Security, Women and Children's Wellbeing, Violence and Injury, Access to Care, Healthy Eating and Active Living, Environmental Health","Access to Care, Community safety, Income & employment, Mental & behavorial health, Housing, Family and Social Support",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-sacramento-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-sacramento-is-2022.pdf,CHNA-communications@kp.org
6933580,Kaiser Permanente South San Francisco,1200 El Camino Real,South San Francisco,94080-3208,CA,Kaiser Foundation Hospitals,Non-Profit ,2022,Combination of counties and places,San Mateo,N/A,South San Francisco ,"Mental & behavioral health, Income & employment, Housing, Access to Care, Education, Structural racism","Mental & behavioral health, Income & employment, Access to care",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-san-francisco-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-san-francisco-is-2022.pdf,CHNA-communications@kp.org
6930422,Kaiser Permanente Vacaville Medical Center,1 Quality Drive,Vacaville,95688-9494,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,Solano,N/A,Vacaville,"Access to care, Housing, Income & employment, Mental & behavioral Health, Community Safety, Transportation","Access to care, Mental & behavioral health, Income & employment, Housing",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/vacaville-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/vacaville-is-2022.pdf,CHNA-communications@kp.org
6933755,Kaiser Permanente Vallejo Medical Center,975 Sereno Drive,Vallejo,94589-2441,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,"Solano, Napa",N/A,Vallejo,"Access to care, Income & employment, Mental & behavioral Health, Housing, Family & social support, Transportation","Access to care, Mental & behavioral health, Income & employment, Housing",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/vallejo-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/vallejo-is-2022.pdf,CHNA-communications@kp.org.
6930068,Kaiser Permanente Walnut Creek Medical Center,1425 South Main Street,Walnut Creek,94596-5300,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,Contra Costa,N/A,Walnut Creek,"Access to care, Mental & behavioral health, Housing, Transportation, Income & employment","Access to care, Mental & behavioral health, Income & employment",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/walnut-creek-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/walnut-creek-is-2022.pdf,CHNA-communications@kp.org.
6931055,Kaiser Permanente West Los Angeles Medical Center,6041 Cadillac Avenue,Los Angeles,90034-1700,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,Los Angeles,N/A,Los Angeles,"Mental & behavioral health, Income & employment, Housing, Access to care, Sexual health, Structural racism","Mental & behavioral health, Income & employment, Housing, Access to care, Sexual health, Structural racism",https://community.kp.org/downloads/los-angeles-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/los-angeles-is-2022.pdf,CHNA-communications@kp.org.
6933915,Kaiser Permanente Woodland Hills Medical Center,5601 DeSoto Avenue,Woodland Hills,91367-6798,CA,Kaiser Foundation Hospitals,Non-Profit,2022,Combination of counties and places,"West Ventura, Woodland Hills",N/A,Woodland Hills,"Education, Access to care, Housing, Mental & behavioral health, Income & employment, Chronic disease & disability","Access to care, Education, Housing, Mental & behavioral health, Chronic disease & disability, Income & employment",https://community.kp.org/downloads/woodland-hills-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/woodland-hills-is-2022.pdf,CHNA-communications@kp.org.
6933850,Kaweah Delta Medical Center,400 West Mineral King Boulevard,Visalia,93291-6263,CA,,Non-Profit ,2019,Combination of counties and places,Tulare,N/A,Visalia,"CVD/Stroke, Access to Care, Asthma, Economic Security, Climate and Health, Violence and Injury Prevention, Oral Health, Obesity/HEAL/Diabetes, Maternal and Infant Health, Substance Abuse/Tabacco, Mental Health, HIV/AIDS/STIs, Cancer","CVD/Stroke, Access to Care, Asthma, Economic Security, Climate and Health, Violence and Injury Prevention, Oral Health, Obesity/HEAL/Diabetes, Maternal and Infant Health, Substance Abuse/Tabacco, Mental Health, HIV/AIDS/STIs, Cancer",https://hospitalcouncil.org/wp-content/uploads/sites/2/2021/11/final_central_valley_chna_3.18.pdf,https://hospitalcouncil.org/wp-content/uploads/sites/2/2021/11/final_central_valley_chna_3.18.pdf,N/A
6930042,Keck Hospital of USC,1500 San Pablo Street,Los Angeles,90033-5313,CA,Keck Medicine of USC,Non-Profit,2022,List of Counties,"Los Angeles, Orange, Kern, Tulare, Ventura",N/A,N/A,"Access to health care, Cancer (screening, early detection, and treatment), Chronic diseases, COVID-19, Economic insecurity, Food insecurity, Housing and homelessness, Mental health, Overweight and obesity, Preventive practices, Sexually transmitted infections and HIV/AIDS, Substance use, Violence and injury","Access to health care, Cancer (screening, early detection, and treatment), Chronic diseases, COVID-19, Economic insecurity, Food insecurity, Housing and homelessness, Mental health, Overweight and obesity, Preventive practices, Sexually transmitted infections and HIV/AIDS, Substance use, Violence and injury",https://www.keckmedicine.org/wp-content/uploads/2022/05/Keck-Hospital-of-USC-Community-Health-Needs-Assessment-2022.pdf,https://www.keckmedicine.org/wp-content/uploads/2022/05/Keck-Hospital-of-USC-Community-Health-Needs-Assessment-2022.pdf,N/A
6930671,Kedren Community Mental Health Center,4211 South Avalon Boulevard,Los Angeles,90011-5699,CA,,Non-Profit,2016,List of Counties,Los Angeles,N/A,N/A,"immunizations, Treatment of illnesses, Screening, Prevention education, Treatment of Chronic diseases","immunizations, Treatment of illnesses, Screening, Prevention education, Treatment of Chronic diseases",https://www.kedren.org/wp-content/uploads/2022/06/Kedren_16-18_CHNA_Report_and_Implementation_Website_Upload.pdf,https://www.kedren.org/wp-content/uploads/2022/06/Kedren_16-18_CHNA_Report_and_Implementation_Website_Upload.pdf,N/A
6933362,Kentfield Rehabilitation and Specialty Hospital,1125 Sir Francis Drake Boulevard,Kentfield,94904-1455,CA,Vibra Healthcare,,N/A unable to find,,,,,,,,,
6930190,Kern Medical Center,1700 Mount Vernon Avenue,Bakersfield,93306-4018,CA,,Non-profit,2019,Combination of counties and zip codes,Kern,93306,N/A,"Housing and Homelessness, Mental Health, Access to care, Economic Insecurity, Subsance use and misuse, Chronic disease, Enviromental pollution, Food insecurity, STIs, Violence and injury, Preventive practices, Dental Care, Birth indicators,Obesity,  Alzheimer's disease, Unintentional injuries","Housing and Homelessness, Mental Health, Access to care, Economic Insecurity, Subsance use and misuse, Chronic disease, Enviromental pollution, Food insecurity, STIs, Violence and injury, Preventive practices, Dental Care, Birth indicators,Obesity,  Alzheimer's disease, Unintentional injuries",https://www.kernmedical.com/documents/Kern-Medical-2019-CHNA-Report-Final.pdf,N/A,N/A
6933461,Kern Valley Healthcare District,6412 Laurel Avenue,Lake Isabella,93240-9529,CA,,Non-profit,N/A unable to find,,,,,,,,,
6930406,Kindred Hospital Rancho,10841 White Oak Avenue,Rancho Cucamonga,91730-3811,CA,Kindred Healthcare,Non-profit,N/A unable to find,,,,,,,,,
